,Date,Symbol,ID,Average_Price,Capital,End_Cash,Portfolio_Value,Profit_per_Share,Return_rate,Share_Price,Shares,Start_Cash,Total_Profit,Trade_Value,Type
15192,2/9/2017,423,scb_12203,1.64,139895,1363,138532,0,0.00%,1.64,7400,13499,0,12136,Buy
15193,2/9/2017,559,scb_1551,0.24,228996,167306,61689,-0.01,-3.52%,0.23,359300,85386,-2991,-81920,Sell
15194,2/9/2017,599,scb_1551,1.01,228996,167306,61690,0,0.00%,1,0,167306,0,0,Sell
15195,2/9/2017,628,scb_18791,1.19,1009394,79,1009315,-0.05,-4.20%,1.14,100,193,-4,113,Buy
15196,2/9/2017,643,scb_10355,0.64,249763,202339,47424,0,0.00%,0.64,35100,224803,0,22464,Buy
15197,2/9/2017,663,scb_12203,0.2,139837,12790,127046,0,-0.51%,0.2,58300,1363,-58,-11426,Sell
15198,2/9/2017,674,scb_16471,0.42,326759,263489,63270,-0.02,-4.76%,0.4,204800,181569,-4095,-81920,Sell
15199,2/9/2017,685,scb_16665,1.08,112973,50360,62612,0,0.00%,1.08,13100,64508,0,14148,Buy
15200,2/9/2017,808,scb_8200,3.24,130606,1869,128737,0,0.00%,3.24,1800,7701,0,5832,Buy
15201,2/9/2017,808,scb_9657,3.24,429083,25005,404078,0,0.00%,3.24,32600,130629,0,105624,Buy
15202,2/9/2017,862,scb_19814,0.3,973845,17878,955967,0,-1.02%,0.3,59400,45,-183,-17833,Sell
15203,2/9/2017,899,scb_19814,0.2,973696,3398,970297,0,-1.02%,0.2,72400,17878,-149,14480,Buy
15204,2/9/2017,1022,scb_5394,1.22,244741,139414,105327,0.01,0.82%,1.23,18300,116905,183,-22509,Sell
15205,2/9/2017,1030,scb_8200,1.77,130691,546,130144,0.12,6.80%,1.89,700,1869,84,1323,Buy
15206,2/9/2017,1058,scb_0320,0.8,966955,169356,797599,0.02,2.47%,0.82,162100,302278,3203,132922,Buy
15207,2/9/2017,1151,scb_15889,8,554119,118,554001,0,0.00%,8.01,0,118,0,0,Buy
15208,2/9/2017,1190,scb_1551,0.32,228996,167306,61690,0,0.00%,0.32,0,167306,0,0,Sell
15209,2/9/2017,1207,scb_16665,0.2,113144,67737,45407,0,1.00%,0.2,85600,50360,171,-17376,Sell
15210,2/9/2017,1238,scb_9657,2.27,434781,80665,354116,0.26,11.40%,2.53,22000,25005,5697,-55659,Sell
15211,2/9/2017,1268,scb_5394,1.41,243816,126969,116847,-0.1,-6.91%,1.31,9500,139414,-924,12445,Buy
15212,2/9/2017,1305,scb_15889,1.77,554119,118,554001,0,0.00%,1.81,0,118,0,0,Buy
15213,2/9/2017,1439,scb_15889,1.68,554117,452,553665,-0.01,-0.60%,1.67,200,118,-2,-334,Sell
15214,2/9/2017,1500,scb_15889,0.83,554117,452,553665,0,0.00%,0.82,0,452,0,0,Sell
15215,2/9/2017,1538,scb_16665,1.27,113367,52902,60464,0.02,1.52%,1.29,11500,67737,222,14835,Buy
15216,2/9/2017,1577,scb_18791,1.79,1009399,79,1009320,0,0.00%,1.77,0,79,0,0,Buy
15217,2/9/2017,1700,scb_10355,1.39,249763,182184,67579,0,0.00%,1.39,14500,202339,0,20155,Buy
15218,2/9/2017,1831,scb_16536,0.38,659645,129561,530083,0.02,5.26%,0.4,218500,42161,4370,-87400,Sell
15219,2/9/2017,1831,scb_18791,0.38,1009399,79,1009320,0,0.00%,0.4,0,79,0,0,Sell
15220,2/9/2017,1898,scb_16665,3.97,113221,41302,71919,0.03,0.67%,4,2900,52902,77,11600,Buy
15221,2/9/2017,1928,scb_16536,32.1,659645,129561,530083,0,0.00%,31.65,0,129561,0,0,Sell
15222,2/9/2017,2120,scb_19814,35.7,973845,3398,970447,0,0.00%,36.5,0,3398,0,0,Buy
15223,2/9/2017,2236,scb_9657,0.93,434781,15379,419402,0,0.00%,0.93,70200,80665,0,65286,Buy
15224,2/9/2017,2283,scb_16536,2.21,662214,241431,420782,0.05,2.35%,2.26,49500,129561,2568,-111869,Sell
15225,2/9/2017,2324,scb_15889,0.21,554117,74,554043,0,0.00%,0.21,1800,452,0,378,Buy
15226,2/9/2017,2368,scb_1551,2.19,228996,167306,61690,0,0.00%,2.11,0,167306,0,0,Sell
15227,2/9/2017,2386,scb_6350,6.73,474251,474251,0,0.1,1.49%,6.83,13100,384778,1309,-89473,Sell
15228,2/9/2017,2600,scb_18791,4.02,1009618,35314,974304,0.03,0.63%,4.05,8700,79,218,-35235,Sell
15229,2/9/2017,2662,scb_18791,2.53,1009603,4701,1004902,0,-0.05%,2.53,12100,35314,-15,30612,Buy
15230,2/9/2017,2686,scb_12203,1.33,139837,12923,126913,0,0.00%,1.33,100,12790,0,-133,Sell
15231,2/9/2017,2802,scb_9657,42.7,434781,15379,419402,0,0.00%,42.85,0,15379,0,0,Sell
15232,2/9/2017,3155,scb_2767,1.07,1186692,142478,1044213,0,0.00%,1.07,975900,1186692,0,1044213,Buy
15233,2/9/2017,3618,scb_6350,4.77,474251,474251,0,0,0.00%,4.93,0,474251,0,0,Sell
15234,2/9/2017,3633,scb_15889,2.02,554117,74,554043,0,0.00%,2.02,0,74,0,0,Buy
15235,2/9/2017,3689,scb_9657,10.7,434781,15379,419402,0,0.00%,10.7,0,15379,0,0,Sell
15236,2/9/2017,6838,scb_10355,1.01,249763,164004,85759,0,0.00%,1.01,18000,182184,0,18180,Buy
15237,2/9/2017,8022,scb_6350,0.51,474251,113834,360417,0,0.00%,0.51,706700,474251,0,360417,Buy
15238,2/9/2017,8258,scb_19814,0.27,973845,3398,970447,0,0.00%,0.28,0,3398,0,0,Sell
15239,2/9/2017,9170,scb_3763,7.98,602979,377,602602,-0.02,-0.22%,7.96,100,1173,-1,796,Buy
15240,2/9/2017,83162,scb_10355,7.29,249763,147966,101797,0,0.00%,7.29,2200,164004,0,16038,Buy
15241,2/10/2017,41,scb_19814,35,973845,3398,970447,0,0.00%,34.95,0,3398,0,0,Buy
15242,2/10/2017,51,scb_19814,14.38,973857,1948,971908,0.12,0.81%,14.5,100,3398,11,1450,Buy
15243,2/10/2017,164,scb_9657,0.23,434675,3152,431522,0,-0.86%,0.23,54100,15379,-105,12226,Buy
15244,2/10/2017,174,scb_7878,1.27,485888,458671,27217,-0.04,-2.95%,1.23,7600,468019,-284,9348,Buy
15245,2/10/2017,177,scb_12203,9.71,139968,2110,137857,0.12,1.22%,9.83,1100,12923,130,10813,Buy
15246,2/10/2017,196,scb_16536,0.82,662214,142457,519756,0,0.00%,0.82,120700,241431,0,98974,Buy
15247,2/10/2017,227,scb_12203,1.21,139837,295,139541,0,0.00%,1.21,1500,2110,0,1815,Buy
15248,2/10/2017,290,scb_10355,0.32,249763,147966,101797,0,0.00%,0.3,0,147966,0,0,Sell
15249,2/10/2017,328,scb_5394,2.13,244741,115680,129061,0,0.00%,2.13,5300,126969,0,11289,Buy
15250,2/10/2017,373,scb_18791,42.2,1046158,897901,148256,1.8,4.27%,44,20300,4701,36539,-893200,Sell
15251,2/10/2017,374,scb_16536,4.11,661247,84281,576965,-0.07,-1.64%,4.04,14400,142457,-967,58176,Buy
15252,2/10/2017,375,scb_12203,7.1,139837,295,139541,0,0.00%,7.25,0,295,0,0,Buy
15253,2/10/2017,385,scb_5394,1.14,246778,169488,77290,0.04,3.93%,1.18,45600,115680,2037,-53808,Sell
15254,2/10/2017,631,scb_10355,1.42,249763,147966,101797,0,0.00%,1.52,0,147966,0,0,Sell
15255,2/10/2017,633,scb_18791,2.47,1046158,897901,148257,0,0.00%,2.28,0,897901,0,0,Sell
15256,2/10/2017,643,scb_10355,0.64,254209,199836,54372,0.06,9.37%,0.7,74100,147966,4445,-51870,Sell
15257,2/10/2017,674,scb_16471,0.4,326759,263489,63270,0,0.00%,0.4,0,263489,0,0,Sell
15258,2/10/2017,685,scb_16665,1.08,113144,55450,57694,0,0.00%,1.08,13100,41302,0,-14148,Sell
15259,2/10/2017,808,scb_8200,3.24,130552,6324,124228,-0.03,-0.93%,3.21,1800,546,-54,-5778,Sell
15260,2/10/2017,808,scb_9657,3.24,434760,905,433855,-0.03,-0.91%,3.21,700,3152,-20,2247,Buy
15261,2/10/2017,862,scb_19814,0.3,973845,1948,971897,0,0.00%,0.3,0,1948,0,0,Sell
15262,2/10/2017,1058,scb_0320,0.8,965396,94900,870496,0.02,2.26%,0.82,90800,169356,1644,74456,Buy
15263,2/10/2017,1151,scb_15889,8,568967,490124,78843,0.25,3.12%,8.25,59400,74,14850,-490050,Sell
15264,2/10/2017,1201,scb_12192,1.15,152989,125201,27787,0,-0.29%,1.15,49400,68391,-166,-56809,Sell
15265,2/10/2017,1238,scb_9657,2.49,434781,407,434373,0,0.00%,2.49,200,905,0,498,Buy
15266,2/10/2017,1259,scb_12203,0.46,139835,68,139767,0,-0.92%,0.46,500,295,-2,227,Buy
15267,2/10/2017,1268,scb_5394,1.41,244561,233272,11288,-0.05,-3.36%,1.36,46900,169488,-2216,-63784,Sell
15268,2/10/2017,1290,scb_0320,0.94,963752,53164,910588,0,0.00%,0.94,44400,94900,0,41736,Buy
15269,2/10/2017,1439,scb_15889,1.67,568967,68783,500184,0,0.00%,1.67,252300,490124,0,421341,Buy
15270,2/10/2017,1500,scb_15889,0.82,568967,9661,559306,0,0.00%,0.82,72100,68783,0,59122,Buy
15271,2/10/2017,1538,scb_16665,1.27,113678,79110,34568,0.03,2.31%,1.3,18200,55450,533,-23660,Sell
15272,2/10/2017,1577,scb_18791,1.79,1046156,898078,148078,-0.02,-1.12%,1.77,100,897901,-2,-177,Sell
15273,2/10/2017,1700,scb_10355,1.39,253629,219411,34218,-0.04,-2.88%,1.35,14500,199836,-579,-19575,Sell
15274,2/10/2017,1831,scb_16536,0.4,662214,49761,612452,0,0.00%,0.4,86300,84281,0,34520,Buy
15275,2/10/2017,1848,scb_15889,9.2,569033,19847,549186,0.06,0.65%,9.26,1100,9661,66,-10186,Sell
15276,2/10/2017,1898,scb_16665,3.99,113812,61824,51988,0.03,0.78%,4.02,4300,79110,134,17285,Buy
15277,2/10/2017,1928,scb_16536,31.95,662214,30591,631622,0,0.00%,31.95,600,49761,0,19170,Buy
15278,2/10/2017,2120,scb_19814,35.7,973845,1948,971897,0,0.00%,36.95,0,1948,0,0,Sell
15279,2/10/2017,2202,scb_16536,19.65,666924,220001,446923,0.5,2.55%,20.15,9400,30591,4710,-189410,Sell
15280,2/10/2017,2236,scb_9657,0.93,434772,137,434634,-0.03,-3.22%,0.9,300,407,-8,270,Buy
15281,2/10/2017,2283,scb_16536,2.26,666924,220001,446923,0,0.00%,2.25,0,220001,0,0,Sell
15282,2/10/2017,2368,scb_1551,2.19,228996,167306,61690,0,0.00%,2.1,0,167306,0,0,Sell
15283,2/10/2017,2386,scb_6350,6.93,474251,27902,446349,0,0.00%,6.93,12400,113834,0,85932,Buy
15284,2/10/2017,2600,scb_18791,4.1,1046156,117028,929127,0,0.00%,4.1,190500,898078,0,781049,Buy
15285,2/10/2017,2662,scb_18791,2.52,1046046,15220,1030826,0,-0.11%,2.52,40400,117028,-109,101808,Buy
15286,2/10/2017,2802,scb_9657,42.7,434781,137,434643,0,0.00%,43,0,137,0,0,Sell
15287,2/10/2017,3155,scb_2767,1.07,1187728,17198,1170529,0.01,0.83%,1.08,116000,142478,1036,125280,Buy
15288,2/10/2017,3355,scb_5394,0.66,244561,233272,11289,0,0.00%,0.66,0,233272,0,0,Sell
15289,2/10/2017,3383,scb_7021,4.1,882856,882856,0,0.33,7.96%,4.43,198600,3058,64872,-879798,Sell
15290,2/10/2017,3618,scb_6350,5.01,474251,6860,467391,0,0.00%,5.01,4200,27902,0,21042,Buy
15291,2/10/2017,3633,scb_15889,2.05,569054,2832,566222,0,0.13%,2.05,8300,19847,21,17015,Buy
15292,2/10/2017,3689,scb_9657,10.7,434781,137,434643,0,0.00%,10.7,0,137,0,0,Sell
15293,2/10/2017,3800,scb_16536,1.04,666924,129833,537091,0,0.00%,1.04,86700,220001,0,90168,Buy
15294,2/10/2017,8079,scb_12192,0.8,152989,105201,47787,0,0.00%,0.8,25000,125201,0,20000,Buy
15295,2/10/2017,8258,scb_19814,0.27,973845,1948,971897,0,0.00%,0.28,0,1948,0,0,Sell
15296,2/10/2017,8319,scb_12192,0.23,153258,117898,35360,0,2.16%,0.24,53800,105201,268,-12696,Sell
15297,2/10/2017,8328,scb_19191,1.37,98341,98341,0,0,0.00%,1.39,0,98341,0,0,Sell
15298,2/10/2017,9170,scb_3763,7.98,601653,593397,8255,-0.02,-0.22%,7.96,74500,377,-1328,-593020,Sell
15299,2/13/2017,41,scb_19814,35,973845,1948,971897,0,0.00%,34.8,0,1948,0,0,Buy
15300,2/13/2017,51,scb_19814,14.38,973847,508,973338,0.02,0.11%,14.4,100,1948,1,1440,Buy
15301,2/13/2017,151,scb_3763,5.43,601653,71574,530079,0,0.00%,5.43,96100,593397,0,521823,Buy
15302,2/13/2017,154,scb_2767,1.39,1186692,17198,1169493,0,0.00%,1.47,0,17198,0,0,Sell
15303,2/13/2017,156,scb_19814,0.24,971819,59923,911895,-0.01,-3.30%,0.23,255000,508,-2026,-59415,Sell
15304,2/13/2017,164,scb_9657,0.23,434785,24305,410480,0,0.02%,0.23,106000,137,4,-24168,Sell
15305,2/13/2017,177,scb_12203,9.71,149166,133700,15466,0.73,7.51%,10.44,12800,68,9329,-133632,Sell
15306,2/13/2017,196,scb_16536,0.82,665717,227600,438117,-0.01,-1.22%,0.81,120700,129833,-1206,-97767,Sell
15307,2/13/2017,328,scb_5394,2.13,244561,212398,32163,0,0.00%,2.13,9800,233272,0,20874,Buy
15308,2/13/2017,334,scb_10355,0.72,253629,197523,56106,0,0.00%,0.72,30400,219411,0,21888,Buy
15309,2/13/2017,342,scb_7878,3,486173,449671,36502,0,0.00%,3,3000,458671,0,9000,Buy
15310,2/13/2017,373,scb_18791,45,1046156,6220,1039935,0,0.00%,45,200,15220,0,9000,Buy
15311,2/13/2017,374,scb_16536,4.07,663002,134380,528622,-0.12,-2.83%,3.95,23600,227600,-2714,93220,Buy
15312,2/13/2017,375,scb_12203,7.24,149166,13516,135650,0,0.00%,7.24,16600,133700,0,120184,Buy
15313,2/13/2017,385,scb_5394,1.18,244561,193400,51161,0,0.00%,1.18,16100,212398,0,18998,Buy
15314,2/13/2017,423,scb_12203,1.64,149314,25800,123514,0.02,1.22%,1.66,7400,13516,148,-12284,Sell
15315,2/13/2017,599,scb_1551,1.01,228996,167306,61690,0,0.00%,1.01,0,167306,0,0,Sell
15316,2/13/2017,628,scb_18791,1.19,1041311,116800,924510,-0.05,-4.20%,1.14,97000,6220,-4845,-110579,Sell
15317,2/13/2017,631,scb_10355,1.54,253629,177811,75818,0,0.00%,1.54,12800,197523,0,19712,Buy
15318,2/13/2017,633,scb_18791,2.47,1041311,116800,924510,0,0.00%,2.28,0,116800,0,0,Sell
15319,2/13/2017,663,scb_12203,0.2,149314,2812,146502,0,0.00%,0.2,116100,25800,0,22987,Buy
15320,2/13/2017,674,scb_16471,0.4,326759,263489,63270,0,0.00%,0.4,0,263489,0,0,Sell
15321,2/13/2017,808,scb_8200,3.21,130552,6324,124228,0,0.00%,3.19,0,6324,0,0,Sell
15322,2/13/2017,808,scb_9657,3.24,433141,130532,302609,-0.05,-1.52%,3.19,33300,24305,-1643,-106227,Sell
15323,2/13/2017,862,scb_19814,0.29,971819,11761,960058,0,0.00%,0.29,167300,59923,0,48162,Buy
15324,2/13/2017,1022,scb_5394,1.21,244561,176097,68464,0,0.00%,1.21,14300,193400,0,17303,Buy
15325,2/13/2017,1030,scb_8200,1.77,130925,1692,129232,0.16,8.74%,1.93,2400,6324,372,4632,Buy
15326,2/13/2017,1151,scb_15889,8.24,569033,1184,567849,0,0.00%,8.24,200,2832,0,1648,Buy
15327,2/13/2017,1201,scb_12192,1.15,153258,117898,35360,0,0.00%,1.14,0,117898,0,0,Sell
15328,2/13/2017,1207,scb_16665,0.2,113678,61824,51854,0,0.00%,0.2,0,61824,0,0,Sell
15329,2/13/2017,1218,scb_16536,3.27,667628,166048,501580,0.21,6.42%,3.48,9100,134380,1910,-31668,Sell
15330,2/13/2017,1259,scb_12203,0.46,149317,4330,144986,0,0.16%,0.46,3300,2812,2,-1518,Sell
15331,2/13/2017,1290,scb_0320,0.94,963752,29852,933900,0,0.00%,0.94,24800,53164,0,23312,Buy
15332,2/13/2017,1305,scb_15889,1.77,570918,69798,501120,0.05,2.82%,1.82,37700,1184,1885,-68614,Sell
15333,2/13/2017,1315,scb_1551,1.99,222176,222176,0,-0.22,-11.06%,1.77,31000,167306,-6819,-54870,Sell
15334,2/13/2017,1439,scb_15889,1.67,565872,486093,79779,-0.02,-1.20%,1.65,252300,69798,-5046,-416295,Sell
15335,2/13/2017,1577,scb_18791,1.81,1041311,15259,1026051,0,0.00%,1.81,56100,116800,0,101541,Buy
15336,2/13/2017,1700,scb_10355,1.35,253629,177811,75818,0,0.00%,1.36,0,177811,0,0,Sell
15337,2/13/2017,1831,scb_16536,0.41,668196,97988,570207,0,0.84%,0.41,166000,166048,567,68060,Buy
15338,2/13/2017,1831,scb_18791,0.41,1041311,2016,1039294,0,0.00%,0.41,32300,15259,0,13243,Buy
15339,2/13/2017,1898,scb_16665,4.01,113997,48261,65736,0.1,2.41%,4.11,3300,61824,319,13563,Buy
15340,2/13/2017,1928,scb_16536,31.95,667388,116918,550470,-0.4,-1.25%,31.55,600,97988,-240,-18929,Sell
15341,2/13/2017,2120,scb_19814,36.6,971819,4441,967378,0,0.00%,36.6,200,11761,0,7319,Buy
15342,2/13/2017,2202,scb_16536,20.15,667388,116918,550470,0,0.00%,20.1,0,116918,0,0,Sell
15343,2/13/2017,2236,scb_9657,0.93,432310,24824,407485,-0.01,-0.78%,0.92,114900,130532,-831,105708,Buy
15344,2/13/2017,2283,scb_16536,2.25,667388,68993,598395,0,0.00%,2.25,21300,116918,0,47925,Buy
15345,2/13/2017,2324,scb_15889,0.21,565868,72048,493820,0,0.00%,0.21,1990600,486093,-3,414044,Buy
15346,2/13/2017,2386,scb_6350,6.93,473879,92420,381459,-0.03,-0.43%,6.9,12400,6860,-371,-85560,Sell
15347,2/13/2017,2662,scb_18791,2.52,1041166,136332,904833,0,-0.11%,2.52,53300,2016,-145,-134316,Sell
15348,2/13/2017,3355,scb_5394,0.66,244561,176097,68464,0,0.00%,0.67,0,176097,0,0,Sell
15349,2/13/2017,3383,scb_7021,4.43,882856,882856,0,0,0.00%,4.46,0,882856,0,0,Sell
15350,2/13/2017,3618,scb_6350,5.08,474169,22550,451618,0.02,0.42%,5.1,13700,92420,289,69870,Buy
15351,2/13/2017,3633,scb_15889,2.05,565890,10138,555752,0,0.03%,2.05,30200,72048,18,61909,Buy
15352,2/13/2017,3709,scb_7878,9.32,486173,449671,36502,0,0.00%,8.81,0,449671,0,0,Sell
15353,2/13/2017,6838,scb_10355,1.03,253978,160066,93911,0.02,2.00%,1.05,16900,177811,348,17745,Buy
15354,2/13/2017,8022,scb_6350,0.51,502147,411235,90911,0.04,7.84%,0.55,706700,22550,28268,-388685,Sell
15355,2/13/2017,8079,scb_12192,0.79,152946,99100,53846,-0.01,-1.63%,0.78,24100,117898,-311,18798,Buy
15356,2/13/2017,8319,scb_12192,0.24,153258,99100,54158,0,0.00%,0.24,0,99100,0,0,Sell
15357,2/13/2017,83162,scb_10355,7.29,253673,176148,77525,0.02,0.27%,7.31,2200,160066,43,-16082,Sell
15358,2/14/2017,41,scb_19814,34.75,971819,966,970853,0,0.00%,34.75,100,4441,0,3475,Buy
15359,2/14/2017,51,scb_19814,14.38,972839,896646,76193,0.02,0.11%,14.4,62200,966,1020,-895680,Sell
15360,2/14/2017,100,scb_16471,8.66,327556,195161,132395,0.1,1.18%,8.76,7800,263489,797,68328,Buy
15361,2/14/2017,151,scb_3763,5.44,602162,9101,593060,0.04,0.82%,5.48,11400,71574,509,62472,Buy
15362,2/14/2017,154,scb_2767,1.39,1186692,17198,1169493,0,0.00%,1.51,0,17198,0,0,Sell
15363,2/14/2017,156,scb_19814,0.23,972839,188539,784300,0,0.00%,0.23,3026100,896646,0,708107,Buy
15364,2/14/2017,177,scb_12203,10.44,149317,4330,144986,0,0.00%,10.3,0,4330,0,0,Sell
15365,2/14/2017,195,scb_19814,0.12,972839,42190,930649,0,0.00%,0.12,1272600,188539,0,146349,Buy
15366,2/14/2017,196,scb_16536,0.81,667388,68993,598395,0,0.00%,0.81,0,68993,0,0,Sell
15367,2/14/2017,276,scb_9657,0.3,433141,5059,428082,0,0.00%,0.3,67000,24824,0,19765,Buy
15368,2/14/2017,375,scb_12203,7.24,148653,123850,24802,-0.04,-0.55%,7.2,16600,4330,-664,-119520,Sell
15369,2/14/2017,385,scb_5394,1.18,244561,160285,84276,0,0.00%,1.18,13400,176097,0,15812,Buy
15370,2/14/2017,423,scb_12203,1.69,148653,12479,136173,0,0.00%,1.69,65900,123850,0,111371,Buy
15371,2/14/2017,559,scb_1551,0.22,222176,128874,93302,0,0.00%,0.22,424100,222176,0,93302,Buy
15372,2/14/2017,599,scb_1551,1.01,222176,128874,93302,0,0.00%,1.01,0,128874,0,0,Sell
15373,2/14/2017,631,scb_10355,1.54,253545,195732,57813,-0.01,-0.65%,1.53,12800,176148,-128,-19584,Sell
15374,2/14/2017,633,scb_18791,2.47,1041166,136332,904833,0,0.00%,2.29,0,136332,0,0,Sell
15375,2/14/2017,643,scb_10355,0.7,253545,195732,57813,0,0.00%,0.73,0,195732,0,0,Sell
15376,2/14/2017,685,scb_16665,1.08,113678,48261,65416,0,0.00%,1.08,0,48261,0,0,Sell
15377,2/14/2017,808,scb_9657,3.19,433141,1231,431910,0,0.00%,3.19,1200,5059,0,3828,Buy
15378,2/14/2017,862,scb_19814,0.28,971679,9075,962603,-0.01,-3.39%,0.27,122000,42190,-1160,33114,Buy
15379,2/14/2017,1030,scb_8200,1.77,139632,139632,0,0.13,7.05%,1.9,72600,1692,9080,-137940,Sell
15380,2/14/2017,1151,scb_15889,8.04,565832,2138,563693,-0.04,-0.50%,8,1000,10138,-39,8000,Buy
15381,2/14/2017,1218,scb_16536,3.48,667388,68993,598395,0,0.00%,3.46,0,68993,0,0,Sell
15382,2/14/2017,1259,scb_12203,0.46,148653,12479,136173,0,0.00%,0.46,0,12479,0,0,Sell
15383,2/14/2017,1268,scb_5394,1.36,244561,145869,98692,0,0.00%,1.36,10600,160285,0,14416,Buy
15384,2/14/2017,1290,scb_0320,0.94,963752,16786,946966,0,0.00%,0.94,13900,29852,0,13066,Buy
15385,2/14/2017,1500,scb_15889,0.82,565151,60539,504611,-0.01,-1.22%,0.81,72100,2138,-720,-58401,Sell
15386,2/14/2017,1538,scb_16665,1.3,113678,48261,65416,0,0.00%,1.27,0,48261,0,0,Sell
15387,2/14/2017,1700,scb_10355,1.36,253545,176284,77261,0,0.00%,1.36,14300,195732,0,19448,Buy
15388,2/14/2017,1831,scb_16536,0.41,669512,173697,495815,0.01,2.07%,0.42,252300,68993,2124,-104704,Sell
15389,2/14/2017,1831,scb_18791,0.41,1041328,149737,891590,0.01,1.22%,0.42,32300,136332,161,-13404,Sell
15390,2/14/2017,1848,scb_15889,9.2,565151,9019,556131,0,0.00%,9.2,5600,60539,0,51519,Buy
15391,2/14/2017,1898,scb_16665,4.01,115091,115091,0,0.09,2.16%,4.1,16300,48261,1413,-66830,Sell
15392,2/14/2017,1928,scb_16536,33.1,669512,104187,565324,0,0.00%,33.1,2100,173697,0,69509,Buy
15393,2/14/2017,2202,scb_16536,20.15,669512,104187,565324,0,0.00%,19.94,0,104187,0,0,Sell
15394,2/14/2017,2283,scb_16536,2.25,669725,152325,517399,0.01,0.44%,2.26,21300,104187,212,-48137,Sell
15395,2/14/2017,2324,scb_15889,0.21,565150,1344,563806,0,0.00%,0.21,36900,9019,0,7675,Buy
15396,2/14/2017,2386,scb_6350,6.74,502147,99173,402974,0,0.00%,6.74,46300,411235,0,312062,Buy
15397,2/14/2017,2600,scb_18791,4.1,1077523,966982,110540,0.19,4.63%,4.29,190500,149737,36195,-817245,Sell
15398,2/14/2017,2662,scb_18791,2.52,1077523,125806,951717,0,0.00%,2.52,333800,966982,0,841176,Buy
15399,2/14/2017,2802,scb_9657,42.7,433141,1231,431910,0,0.00%,43.7,0,1231,0,0,Buy
15400,2/14/2017,3155,scb_2767,1.07,1186815,2078,1184736,0.01,0.82%,1.08,14000,17198,123,15120,Buy
15401,2/14/2017,3618,scb_6350,5.08,501988,189926,312062,-0.01,-0.17%,5.07,17900,99173,-158,-90753,Sell
15402,2/14/2017,3689,scb_9657,10.7,433141,1231,431910,0,0.00%,11.02,0,1231,0,0,Buy
15403,2/14/2017,3709,scb_7878,9.32,486173,449671,36502,0,0.00%,8.8,0,449671,0,0,Sell
15404,2/14/2017,3800,scb_16536,1.04,670592,243360,427231,0.01,0.96%,1.05,86700,152325,867,-91035,Sell
15405,2/14/2017,6838,scb_10355,1.03,254265,212929,41336,0.02,2.00%,1.05,34900,176284,720,-36645,Sell
15406,2/14/2017,8022,scb_6350,0.55,501988,189926,312062,0,0.00%,0.53,0,189926,0,0,Sell
15407,2/14/2017,8079,scb_12192,0.79,153740,153740,0,0.01,0.89%,0.8,68300,99100,482,-54640,Sell
15408,2/14/2017,8258,scb_19814,0.27,972839,9075,963763,0,0.00%,0.27,0,9075,0,0,Sell
15409,2/14/2017,8319,scb_12192,0.24,153740,153740,0,0,0.00%,0.24,0,153740,0,0,Sell
15410,2/14/2017,8328,scb_19191,1.41,98341,2038,96303,0,0.00%,1.41,68300,98341,0,96303,Buy
15411,2/14/2017,9170,scb_3763,7.96,601653,9101,592551,0,0.00%,8.04,0,9101,0,0,Sell
15412,2/15/2017,51,scb_19814,14.4,972839,9075,963763,0,0.00%,14.52,0,9075,0,0,Sell
15413,2/15/2017,100,scb_16471,8.66,327705,327705,0,0.06,0.72%,8.72,15200,195161,946,-132544,Sell
15414,2/15/2017,151,scb_3763,5.44,615057,606802,8255,0.12,2.29%,5.56,107500,9101,13404,-597700,Sell
15415,2/15/2017,154,scb_2767,1.39,1186692,2078,1184613,0,0.00%,1.51,0,2078,0,0,Sell
15416,2/15/2017,164,scb_9657,0.23,433141,246,432894,0,0.00%,0.23,4300,1231,0,984,Buy
15417,2/15/2017,177,scb_12203,10.44,148653,12479,136173,0,0.00%,10.26,0,12479,0,0,Sell
15418,2/15/2017,227,scb_12203,1.21,148698,14339,134358,0.03,2.48%,1.24,1500,12479,45,-1860,Sell
15419,2/15/2017,276,scb_9657,0.3,433150,60,433089,0.01,5.04%,0.31,600,246,8,186,Buy
15420,2/15/2017,328,scb_5394,2.13,244604,132815,111789,0.01,0.33%,2.14,6100,145869,43,13054,Buy
15421,2/15/2017,337,scb_3763,1.92,615144,615144,0,0.02,1.04%,1.94,4300,606802,86,-8342,Sell
15422,2/15/2017,342,scb_7878,2.97,486083,440851,45232,-0.03,-1.01%,2.94,3000,449671,-90,8820,Buy
15423,2/15/2017,385,scb_5394,1.18,245151,168215,76936,0.02,1.69%,1.2,29500,132815,590,-35400,Sell
15424,2/15/2017,423,scb_12203,1.69,148698,125710,22987,0,0.00%,1.69,65900,14339,0,-111371,Sell
15425,2/15/2017,559,scb_1551,0.22,222176,74754,147422,0,0.00%,0.22,246000,128874,0,54120,Buy
15426,2/15/2017,628,scb_18791,1.14,1077523,125806,951717,0,0.00%,1.16,0,125806,0,0,Sell
15427,2/15/2017,631,scb_10355,1.52,254265,191649,62616,0,0.00%,1.52,14000,212929,0,21280,Buy
15428,2/15/2017,643,scb_10355,0.7,254265,191649,62616,0,0.00%,0.74,0,191649,0,0,Sell
15429,2/15/2017,674,scb_16471,0.4,327705,327705,0,0,0.00%,0.38,0,327705,0,0,Sell
